id,date,salesman,client,state,product,quantity,unit_price,total_price
63,15/02/2020,Alejandro,Apple,Tamaulipas,Platino,76.6225,1171.7781,89784.5675
64,22/04/2020,Miguel,Amazon,Guerrero,Platino,32.1788,2331.4151,75022.1402
65,11/04/2020,Felipe,Sony,Veracruz,Titanio,18.6267,3853.7835,71783.2691
66,19/05/2020,Miguel,Microsoft,Jalisco,Aluminio,4.3847,3132.6223,13735.609
67,01/08/2020,David,Sony,Veracruz,Platino,15.1003,1586.4355,23955.652
68,27/11/2020,Miguel,Google,Nuevo León,Hierro,71.6502,4959.062,355317.7841
69,01/07/2020,Carlos,Sony,Michoacán,Cinc,71.9243,3910.0519,281227.7459
70,28/07/2020,Javier,Amazon,Nuevo León,Aluminio,88.8016,3001.4358,266532.3013
71,25/03/2020,Carlos,Sony,Veracruz,Cinc,61.6613,3606.9154,222407.0926
72,27/04/2020,Miguel,Sony,Veracruz,Hierro,41.2518,869.8895,35884.5077
73,31/05/2020,Rodrigo,Amazon,Nuevo León,Hierro,18.0124,3482.3276,62725.0777
74,13/10/2020,David,Amazon,Jalisco,Titanio,64.1123,2234.0187,143228.0771
75,14/11/2020,Javier,Sony,Puebla,Cobre,69.5539,200.0254,13912.5467
76,09/06/2020,Rodrigo,Samsung,Nuevo León,Aluminio,87.8993,1065.2777,93637.1641
77,08/04/2020,Javier,Spotify,Tamaulipas,Níquel,43.4285,3052.8337,132579.9883
78,13/04/2020,Alejandro,Apple,Veracruz,Níquel,52.4011,3846.5436,201563.1158
79,31/05/2020,Javier,Samsung,Ciudad de México,Platino,10.5208,733.9731,7721.9842
80,19/04/2020,Sergio,Samsung,Veracruz,Aluminio,67.2481,1201.811,80819.5063
81,20/08/2020,Alejandro,Spotify,Ciudad de México,Titanio,60.6154,4952.2414,300182.0934
82,21/02/2020,Juan,Spotify,Jalisco,Hierro,64.4908,3911.0176,252224.6538
83,19/03/2020,Daniel,Facebook,Ciudad de México,Oro,64.9056,1903.7298,123562.7249
84,24/03/2020,Rodrigo,Huawei,Nuevo León,Platino,21.1176,3848.6742,81274.7623
85,06/07/2020,Javier,Samsung,Michoacán,Aluminio,33.6072,418.3674,14060.1569
86,22/10/2020,David,Spotify,Veracruz,Plata,90.9939,1219.506,110967.607
87,03/10/2020,Daniel,Samsung,Puebla,Titanio,9.4851,1412.202,13394.8772
88,09/07/2020,Javier,Huawei,Guerrero,Cobre,65.1084,2625.7274,170956.9099
89,02/12/2020,Rodrigo,Apple,Tamaulipas,Titanio,29.1354,1968.3777,57349.4716
90,13/01/2020,Daniel,Huawei,Veracruz,Cinc,36.7074,921.2598,33817.052
91,14/07/2020,Felipe,Amazon,Michoacán,Titanio,90.3845,3982.597,359965.0385
92,06/11/2020,Javier,Spotify,Jalisco,Cinc,68.5944,1524.457,104569.2132
93,11/05/2020,Carlos,Microsoft,Michoacán,Plata,30.7555,1996.4332,61401.3013
94,21/02/2020,Felipe,Samsung,Nuevo León,Aluminio,10.4012,2272.6365,23638.1468
95,30/01/2020,Rodrigo,Samsung,Nuevo León,Platino,2.6905,358.0514,963.3373
96,03/01/2020,Carlos,Huawei,Guerrero,Aluminio,33.0405,4915.024,162394.8505
97,28/06/2020,Juan,Netflix,Ciudad de México,Níquel,97.8075,4165.937,407459.8831
98,17/11/2020,Daniel,Apple,Jalisco,Plata,87.0212,3015.1772,262384.3382
99,20/09/2020,Alejandro,Sony,Puebla,Cobre,36.4718,2612.1258,95268.9298
100,20/07/2020,Juan,Microsoft,Puebla,Aluminio,69.7174,3222.6071,224671.7882
101,15/09/2020,Javier,Spotify,Michoacán,Platino,65.7551,3345.4701,219981.721
102,18/11/2020,Daniel,Facebook,Michoacán,Aluminio,43.7523,1013.222,44330.7929
103,24/07/2020,Javier,Amazon,Veracruz,Hierro,69.4489,3746.3131,260177.3239
104,03/12/2020,Carlos,Sony,Nuevo León,Cobre,47.247,3130.901,147925.6795
105,06/07/2020,Juan,Spotify,Ciudad de México,Cobre,28.549,4338.0658,123847.4405
106,18/04/2020,Miguel,Facebook,Guerrero,Platino,79.5023,358.686,28516.362
107,12/07/2020,Rodrigo,Microsoft,Veracruz,Hierro,77.3733,3940.8458,304916.2443
108,10/05/2020,Daniel,Amazon,Guerrero,Zinc,77.6998,329.6459,25613.4205
109,04/12/2020,Alejandro,Samsung,Michoacán,Aluminio,13.9664,387.5085,5412.0987
110,12/02/2020,Rodrigo,Amazon,Guerrero,Platino,2.2751,3348.5605,7618.31
111,22/01/2020,Miguel,Samsung,Jalisco,Plata,56.3097,4530.035,255084.9118
112,15/02/2020,David,Facebook,Michoacán,Oro,45.5536,804.9025,36666.2065
113,15/11/2020,Alejandro,Samsung,Nuevo León,Cinc,69.7572,246.0219,17161.7989
114,05/07/2020,Javier,Apple,Jalisco,Oro,54.9849,3222.0675,177165.0593
115,29/03/2020,Daniel,Google,Michoacán,Platino,81.0664,4651.8719,377110.5082
116,09/10/2020,Javier,Sony,Puebla,Oro,78.9321,1078.7123,85145.0271
117,27/12/2020,Alejandro,Netflix,Jalisco,Cobre,87.4628,2943.4908,257445.9471
118,09/07/2020,Carlos,Spotify,Ciudad de México,Plata,54.0547,274.9657,14863.1884
119,03/08/2020,Javier,Google,Guerrero,Zinc,19.2014,3342.0955,64172.9125
120,16/06/2020,Carlos,Samsung,Tamaulipas,Zinc,60.0877,1686.053,101311.0468
121,06/07/2020,Daniel,Sony,Michoacán,Cinc,70.1629,3893.9743,273212.5294
122,07/04/2020,Daniel,Huawei,Tamaulipas,Oro,71.9889,1788.749,128770.0729
123,09/10/2020,Carlos,Netflix,Nuevo León,Aluminio,31.0175,1038.4928,32211.4504
124,26/10/2020,Sergio,Facebook,Ciudad de México,Cinc,67.3782,4619.6328,311262.5427
125,13/07/2020,Felipe,Apple,Puebla,Aluminio,91.2929,445.3023,40652.9383
126,23/06/2020,Daniel,Amazon,Puebla,Titanio,43.1929,2844.4873,122861.6555
127,05/12/2020,David,Microsoft,Tamaulipas,Titanio,27.9021,1459.5952,40725.7712
128,16/02/2020,Carlos,Spotify,Nuevo León,Titanio,6.0856,2358.8144,14354.8009
129,26/01/2020,Daniel,Huawei,Jalisco,Oro,26.1671,922.0589,24127.6074
130,23/06/2020,Rodrigo,Netflix,Veracruz,Titanio,30.9352,2408.3828,74503.8036
131,24/03/2020,Javier,Sony,Veracruz,Cinc,30.2671,124.5337,3769.274
132,29/01/2020,Rodrigo,Google,Jalisco,Titanio,20.9447,4356.4645,91244.842
133,08/06/2020,Juan,Microsoft,Tamaulipas,Oro,72.2816,131.5481,9508.5071
134,02/08/2020,Daniel,Facebook,Ciudad de México,Platino,28.5627,4355.6771,124409.8983
135,09/06/2020,Felipe,Microsoft,Jalisco,Titanio,87.2639,2705.6434,236104.9951
136,02/03/2020,Javier,Huawei,Tamaulipas,Platino,51.9452,3130.5031,162614.6096
137,07/06/2020,Javier,Spotify,Michoacán,Níquel,63.9387,1563.9063,99994.1357
138,09/07/2020,Felipe,Sony,Veracruz,Titanio,57.3815,2297.7404,131847.7908
139,27/11/2020,Juan,Microsoft,Tamaulipas,Cinc,27.2056,3092.387,84130.2438
140,04/09/2020,David,Netflix,Puebla,Aluminio,54.3091,676.2356,36725.7468
141,26/02/2020,Rodrigo,Apple,Puebla,Titanio,95.1628,2791.5612,265652.7802
142,19/07/2020,Sergio,Spotify,Veracruz,Hierro,51.9778,1699.8745,88355.7368
143,15/11/2020,Rodrigo,Huawei,Veracruz,Oro,11.4638,740.6019,8490.1121
144,27/01/2020,Javier,Sony,Michoacán,Platino,24.4042,940.491,22951.9305
145,07/06/2020,Alejandro,Spotify,Veracruz,Zinc,48.3731,4524.1228,218845.8446
146,29/09/2020,Javier,Amazon,Ciudad de México,Plata,29.254,4662.7228,136403.2928
147,05/08/2020,Daniel,Netflix,Michoacán,Platino,50.4425,2825.6842,142534.5753
148,22/04/2020,Alejandro,Netflix,Puebla,Plata,47.1453,367.1966,17311.5939
149,07/10/2020,Rodrigo,Sony,Guerrero,Oro,49.6473,2040.2483,101292.8194
150,13/02/2020,Alejandro,Apple,Guerrero,Aluminio,79.4018,754.4206,59902.3536
151,28/07/2020,Rodrigo,Google,Tamaulipas,Cinc,48.3681,4256.6245,205884.8395
152,24/05/2020,Juan,Netflix,Tamaulipas,Oro,88.4295,2568.8445,227161.6347
153,22/11/2020,Javier,Huawei,Michoacán,Oro,9.9929,757.8985,7573.6039
154,23/03/2020,Juan,Microsoft,Michoacán,Hierro,38.9891,1515.2258,59077.2902
155,02/07/2020,Juan,Spotify,Michoacán,Plata,65.6621,2890.8177,189817.1609
156,04/02/2020,David,Huawei,Tamaulipas,Aluminio,58.0674,3675.4649,213424.6905
157,11/04/2020,Felipe,Netflix,Veracruz,Cobre,79.4533,3210.3951,255076.485
158,18/06/2020,David,Spotify,Jalisco,Zinc,95.5801,2729.5541,260891.0538
159,07/02/2020,David,Netflix,Guerrero,Hierro,77.9961,4553.4725,355153.0965
160,24/10/2020,Javier,Sony,Guerrero,Platino,92.1143,4367.4851,402307.8327
161,29/04/2020,Alejandro,Amazon,Puebla,Plata,22.2405,2472.826,54996.8867
162,01/01/2020,Sergio,Huawei,Veracruz,Níquel,47.453,1261.2983,59852.3882
163,15/04/2020,Alejandro,Google,Ciudad de México,Zinc,47.7375,933.6711,44571.1241
164,30/10/2020,Carlos,Spotify,Guerrero,Zinc,14.975,417.8849,6257.8264
165,13/12/2020,Daniel,Spotify,Tamaulipas,Plata,91.4412,3068.459,280583.5731
166,22/12/2020,Carlos,Google,Puebla,Cinc,3.1254,784.6548,2452.3601
167,25/06/2020,Daniel,Facebook,Ciudad de México,Cinc,9.2878,3838.5244,35651.4469
168,10/05/2020,David,Sony,Puebla,Níquel,71.4091,3357.1252,239729.2891
169,28/05/2020,Alejandro,Sony,Guerrero,Plata,61.3149,4849.0028,297316.1218
170,25/01/2020,Daniel,Google,Jalisco,Aluminio,88.5445,2430.1958,215180.472
171,19/12/2020,Sergio,Sony,Guerrero,Cobre,70.8048,1952.4836,138245.2108
172,22/08/2020,Sergio,Apple,Puebla,Cobre,69.9977,2753.5322,192740.9209
173,09/07/2020,Juan,Spotify,Veracruz,Aluminio,43.1352,3632.8395,156703.2584
174,03/01/2020,Juan,Google,Guerrero,Cobre,54.976,3065.8265,168546.8777
175,04/10/2020,Juan,Sony,Guerrero,Aluminio,98.3711,1817.6052,178799.8229
176,30/07/2020,Alejandro,Huawei,Jalisco,Zinc,37.0175,919.5112,34038.0058
177,28/04/2020,Carlos,Amazon,Tamaulipas,Plata,22.8426,1686.8078,38531.0759
178,27/08/2020,Carlos,Huawei,Veracruz,Plata,48.9339,2549.1068,124737.7372
179,29/11/2020,Carlos,Huawei,Nuevo León,Cobre,55.4242,2242.5813,124293.2745
180,12/03/2020,David,Facebook,Tamaulipas,Titanio,98.312,4312.8174,424001.7042
181,14/10/2020,Javier,Spotify,Puebla,Oro,36.9198,4506.7475,166388.2164
182,12/09/2020,Juan,Spotify,Veracruz,Zinc,89.9881,1353.5874,121806.7583
183,31/10/2020,Juan,Amazon,Ciudad de México,Titanio,46.0813,2204.8217,101601.0502
184,07/11/2020,Felipe,Google,Tamaulipas,Oro,40.2947,1487.7291,59947.5978
185,09/12/2020,Daniel,Samsung,Ciudad de México,Hierro,81.2371,1716.8082,139468.5194
186,22/04/2020,Felipe,Google,Guerrero,Hierro,63.1466,152.4624,9627.4822
187,02/04/2020,Daniel,Huawei,Guerrero,Oro,30.4139,3512.8011,106837.9814
188,08/12/2020,Felipe,Spotify,Puebla,Oro,20.29,1110.8784,22539.7227
189,07/12/2020,Alejandro,Huawei,Nuevo León,Cinc,58.7347,3670.8515,215606.3616
190,30/05/2020,Rodrigo,Samsung,Nuevo León,Titanio,7.7457,1294.8461,10029.4894
191,19/11/2020,Sergio,Microsoft,Michoacán,Cinc,38.2173,4022.3105,153721.8471
192,05/11/2020,Miguel,Huawei,Guerrero,Cobre,11.4926,4366.1802,50178.7626
193,25/04/2020,Juan,Facebook,Michoacán,Zinc,88.707,1861.0174,165085.2705
194,07/07/2020,Javier,Huawei,Tamaulipas,Titanio,55.0527,1002.4398,55187.0176
195,15/06/2020,Sergio,Apple,Tamaulipas,Oro,55.0033,1973.9115,108571.6464
196,12/08/2020,Carlos,Google,Guerrero,Hierro,2.9814,3653.5604,10892.725
197,30/09/2020,Miguel,Facebook,Nuevo León,Hierro,35.4954,2319.4574,82330.0682
198,25/01/2020,Felipe,Amazon,Ciudad de México,Níquel,77.2471,1492.6311,115301.4238
199,14/02/2020,Sergio,Spotify,Guerrero,Hierro,29.8466,3901.3188,116441.1017
200,06/06/2020,Juan,Spotify,Ciudad de México,Plata,73.9285,3254.2087,240578.7679
201,26/02/2020,Rodrigo,Apple,Michoacán,Oro,5.9153,3816.0384,22573.0119
202,03/10/2020,Carlos,Samsung,Jalisco,Oro,85.5644,2134.81,182663.7368
203,27/05/2020,Daniel,Spotify,Nuevo León,Platino,83.3182,2434.8392,202866.4194
204,27/12/2020,Daniel,Huawei,Tamaulipas,Oro,76.8464,2083.4902,160108.7213
205,16/05/2020,Felipe,Samsung,Ciudad de México,Zinc,97.7007,1219.5646,119152.3151
206,25/03/2020,Sergio,Samsung,Jalisco,Níquel,43.7708,4404.8738,192804.8501
207,04/11/2020,Felipe,Netflix,Nuevo León,Titanio,11.6843,4866.9627,56867.0523
208,13/01/2020,Carlos,Facebook,Puebla,Cinc,89.3306,1804.534,161200.1049
209,08/11/2020,Juan,Microsoft,Nuevo León,Níquel,74.1043,1031.8596,76465.2334
210,13/07/2020,Javier,Amazon,Veracruz,Platino,49.092,3524.1038,173005.3037
211,17/04/2020,Juan,Spotify,Michoacán,Titanio,92.6748,1078.3613,99936.9178
212,18/06/2020,Felipe,Google,Jalisco,Zinc,50.8147,1412.0095,71750.8391
213,05/05/2020,David,Apple,Guerrero,Zinc,14.6885,1839.8818,27025.1038
214,18/09/2020,Felipe,Netflix,Tamaulipas,Hierro,9.1762,4802.8074,44071.5213
215,08/07/2020,Alejandro,Apple,Ciudad de México,Oro,42.3569,2202.0458,93271.8337
216,17/10/2020,Javier,Microsoft,Nuevo León,Platino,93.9337,2023.4845,190073.386
217,12/03/2020,Alejandro,Spotify,Tamaulipas,Hierro,11.6132,4871.9467,56578.8914
218,23/10/2020,Rodrigo,Facebook,Jalisco,Níquel,51.427,4863.8013,250130.7095
219,06/10/2020,David,Spotify,Puebla,Zinc,87.1411,4553.354,396784.2762
220,05/11/2020,Juan,Google,Puebla,Níquel,17.3082,4846.4992,83884.1775
221,18/09/2020,Juan,Facebook,Jalisco,Titanio,35.082,1486.7902,52159.5738
222,09/02/2020,Carlos,Google,Jalisco,Níquel,3.0465,4291.0934,13072.816
223,19/01/2020,Daniel,Facebook,Nuevo León,Titanio,68.8119,450.0184,30966.6211
224,24/08/2020,Carlos,Samsung,Nuevo León,Cinc,90.2811,3364.5892,303758.814
225,03/10/2020,Felipe,Samsung,Jalisco,Cinc,44.8603,2347.922,105328.4853
226,15/01/2020,Miguel,Apple,Guerrero,Hierro,18.3907,3662.7156,67359.9038
227,30/03/2020,Juan,Spotify,Veracruz,Oro,89.687,2349.2379,210696.0995
228,09/05/2020,Javier,Sony,Puebla,Oro,94.7819,2336.1008,221420.0724
229,15/11/2020,Felipe,Apple,Nuevo León,Titanio,92.1232,962.7327,88690.0171
230,24/11/2020,David,Microsoft,Ciudad de México,Titanio,98.8202,4069.9872,402196.9491
231,12/08/2020,Javier,Apple,Jalisco,Zinc,99.7904,4630.1113,462040.6587
232,18/05/2020,David,Samsung,Puebla,Platino,54.0067,2391.9484,129181.2397
233,06/08/2020,Juan,Sony,Nuevo León,Platino,40.4514,4836.269,195633.8518
234,07/01/2020,Alejandro,Netflix,Tamaulipas,Cinc,49.769,1487.8598,74049.2944
235,28/11/2020,David,Amazon,Puebla,Hierro,1.006,1645.6255,1655.4993
236,07/01/2020,David,Facebook,Tamaulipas,Aluminio,65.5273,4039.1649,264675.5702
237,18/10/2020,Juan,Spotify,Michoacán,Cinc,20.8886,1285.1338,26844.6459
238,09/04/2020,Felipe,Netflix,Tamaulipas,Cobre,65.8609,4756.2263,313249.3447
239,27/12/2020,Miguel,Amazon,Veracruz,Platino,41.0605,3544.3011,145530.7753
240,14/08/2020,Sergio,Google,Nuevo León,Cobre,56.2451,864.0828,48600.4235
241,02/05/2020,Felipe,Huawei,Puebla,Hierro,81.0667,2064.942,167398.0336
242,17/10/2020,Carlos,Spotify,Nuevo León,Platino,78.1796,3950.0499,308813.3212
243,13/06/2020,Daniel,Apple,Puebla,Plata,52.5523,2437.093,128074.8425
244,19/07/2020,Sergio,Netflix,Jalisco,Aluminio,4.5554,1117.5901,5091.0699
245,13/06/2020,Alejandro,Microsoft,Veracruz,Níquel,22.5422,2175.5051,49040.6711
246,23/02/2020,Sergio,Facebook,Michoacán,Cinc,23.0396,2137.9352,49257.1718
247,06/02/2020,Daniel,Facebook,Michoacán,Plata,73.6641,544.6005,40117.5057
248,04/02/2020,Javier,Huawei,Veracruz,Platino,29.0422,4604.1914,133715.8475
249,16/11/2020,David,Apple,Michoacán,Platino,45.2991,776.4282,35171.4987
250,15/07/2020,Miguel,Samsung,Puebla,Hierro,55.173,508.4859,28054.6926
251,16/05/2020,Juan,Samsung,Michoacán,Aluminio,95.4074,4208.4633,401518.5414
252,11/11/2020,David,Google,Jalisco,Plata,51.9084,1654.8494,85900.5846
253,11/06/2020,Rodrigo,Spotify,Tamaulipas,Cobre,86.5823,2008.2491,173878.8261
254,13/12/2020,Juan,Apple,Michoacán,Titanio,45.9388,1425.4885,65485.2311
255,21/08/2020,Daniel,Sony,Guerrero,Platino,93.0145,4277.2246,397843.9076
256,04/10/2020,Miguel,Google,Nuevo León,Cinc,67.8948,913.865,62046.6814
257,02/01/2020,Felipe,Facebook,Tamaulipas,Zinc,41.0797,2434.1589,99994.5174
258,18/07/2020,Rodrigo,Samsung,Tamaulipas,Hierro,39.6646,618.1084,24517.0224
259,07/08/2020,Miguel,Amazon,Ciudad de México,Cobre,2.9797,4515.5344,13454.9379
260,12/01/2020,Felipe,Microsoft,Veracruz,Platino,91.6015,680.1277,62300.7175
261,19/04/2020,Miguel,Facebook,Tamaulipas,Titanio,92.6155,3396.7767,314594.1725
262,14/03/2020,Carlos,Google,Guerrero,Titanio,74.8736,887.1715,66425.724
263,26/06/2020,Daniel,Huawei,Puebla,Zinc,11.7214,1379.1248,16165.2734
264,29/02/2020,Miguel,Sony,Michoacán,Plata,49.1147,2749.2278,135027.4986
265,21/06/2020,Javier,Amazon,Tamaulipas,Níquel,64.7834,2163.1348,140135.227
266,13/02/2020,Rodrigo,Amazon,Veracruz,Aluminio,21.0956,3371.524,71124.3217
267,22/09/2020,Alejandro,Samsung,Michoacán,Zinc,91.532,3190.4036,292024.0223
268,12/11/2020,Carlos,Facebook,Veracruz,Aluminio,32.9397,1186.7682,39091.7885
269,19/04/2020,Alejandro,Google,Veracruz,Titanio,27.2004,3469.2342,94364.5579
270,20/09/2020,Javier,Apple,Michoacán,Aluminio,96.4769,392.7312,37889.4887
271,05/06/2020,Sergio,Amazon,Jalisco,Zinc,82.8896,836.916,69371.6325
272,16/12/2020,Carlos,Apple,Ciudad de México,Oro,14.3565,1543.108,22153.63
273,07/06/2020,Sergio,Facebook,Tamaulipas,Cinc,27.2837,521.6146,14231.5763
274,01/06/2020,Juan,Microsoft,Ciudad de México,Níquel,19.5783,1803.6691,35312.7747
275,28/05/2020,Javier,Netflix,Guerrero,Titanio,96.441,2528.4373,243845.0216
276,30/04/2020,Alejandro,Netflix,Puebla,Níquel,35.6446,4330.2313,154349.3626
277,12/01/2020,Felipe,Amazon,Puebla,Plata,99.0741,4100.3559,406239.0705
278,13/06/2020,Carlos,Samsung,Ciudad de México,Cinc,31.1387,2344.8676,73016.1287
279,29/04/2020,Alejandro,Microsoft,Veracruz,Hierro,51.9779,2097.645,109031.182
280,25/10/2020,Juan,Spotify,Veracruz,Titanio,78.4107,3312.3457,259723.345
281,24/08/2020,Sergio,Amazon,Guerrero,Hierro,67.7457,4082.6156,276579.6517
282,11/01/2020,Carlos,Facebook,Puebla,Níquel,33.9249,4362.2901,147990.2554
283,11/07/2020,Javier,Spotify,Jalisco,Cinc,96.2619,3522.8212,339113.4621
284,15/12/2020,Alejandro,Netflix,Michoacán,Aluminio,42.1,4159.2362,175103.844
285,29/01/2020,Rodrigo,Microsoft,Michoacán,Níquel,49.6218,1407.807,69857.9174
286,25/11/2020,Rodrigo,Facebook,Veracruz,Aluminio,80.5858,4947.7399,398717.578
287,13/08/2020,Daniel,Google,Tamaulipas,Cinc,10.9513,585.3179,6409.9919
288,20/08/2020,Juan,Spotify,Jalisco,Zinc,52.3725,1232.6567,64557.313
289,24/01/2020,Miguel,Samsung,Tamaulipas,Hierro,68.995,3045.7307,210140.1896
290,30/07/2020,Sergio,Apple,Tamaulipas,Platino,90.8957,216.4328,19672.8109
291,09/11/2020,Sergio,Sony,Ciudad de México,Cinc,48.666,580.7116,28260.9107
292,08/02/2020,Rodrigo,Apple,Veracruz,Cobre,98.1223,4506.0034,442139.4174
293,10/08/2020,Felipe,Apple,Ciudad de México,Plata,70.5359,4517.8676,318671.8572
294,03/11/2020,Felipe,Microsoft,Guerrero,Oro,46.5887,3835.2765,178680.5463
295,08/07/2020,Javier,Amazon,Tamaulipas,Oro,73.119,695.0045,50818.034
296,14/11/2020,Rodrigo,Sony,Nuevo León,Platino,53.7402,2108.7207,113323.0722
297,17/04/2020,David,Samsung,Nuevo León,Zinc,81.9259,1824.3432,149460.9586
298,19/05/2020,Alejandro,Netflix,Tamaulipas,Zinc,79.7102,2119.8612,168974.5602
299,17/04/2020,Sergio,Huawei,Nuevo León,Cinc,81.4174,3308.7811,269392.3543
300,04/05/2020,Daniel,Spotify,Guerrero,Cobre,13.2221,4170.8274,55147.097
